Tw_in [°C];mw_dot [kg/s];Hpev;omegab [rpm]
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;25;8017
30;0.23;19;8017
30;0.23;19;8017
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;19;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;3140
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;54;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;7721
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;32;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;5151
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
30;0.23;21;2824
